Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Genre,director,IMDBrating,contentRating,duration
913,Rocketman,195320400,96368160,49.30%,98952240,0.507,2019,Comedy,Dexter Fletcher,7.3,R,PT2H1M
914,The Pelican Brief,195268056,100768056,51.60%,94500000,0.484,1993,Drama,Alan J. Pakula,6.6,PG-13,PT2H21M
915,The Shape of Water,195243464,63859435,32.70%,131384029,0.673,2017,No Data,Guillermo del Toro,7.3,R,PT2H3M
916,The BFG,195243411,55483770,28.40%,139759641,0.716,2016,Adventure,Steven Spielberg,6.3,PG,PT1H57M
917,Downton Abbey,194694725,96853865,49.80%,97840860,0.502,2019,No Data,Michael Engler,7.4,PG,PT2H2M
918,The Intern,194564672,75764672,38.90%,118800000,0.611,2015,No Data,Nancy Meyers,7.1,PG-13,PT2H1M
919,Wallace & Gromit: The Curse of the Were-Rabbit,194137403,56110897,28.90%,138026506,0.711,2005,No Data,,,,
920,Gnomeo & Juliet,193967670,99967670,51.50%,94000000,0.485,2011,Animation,,,,
921,The Sum of All Fears,193921372,118907036,61.30%,75014336,0.387,2002,Thriller,Phil Alden Robinson,6.4,PG-13,PT2H4M
922,Gangs of New York,193772504,77812000,40.20%,115960504,0.598,2002,Drama,Martin Scorsese,7.5,R,PT2H47M
923,The Post,193764664,81903458,42.30%,111861206,0.577,2017,No Data,Steven Spielberg,7.2,PG-13,PT1H56M
924,The Monkey King 2,193678298,709982,0.40%,192968316,0.996,2016,No Data,Anthony Stacchi,5.8,PG,PT1H37M
925,Paranormal Activity,193355800,107918810,55.80%,85436990,0.442,2009,Horror,Oren Peli,6.3,R,PT1H26M
926,Weathering with You,193136313,8056636,4.20%,185079677,0.958,2019,No Data,Makoto Shinkai,7.5,PG-13,PT1H52M
927,The Lost City,192907684,105344029,54.60%,87563655,0.454,2022,Drama,Aaron Nee,6.1,PG-13,PT1H52M
928,The Equalizer,192330738,101530738,52.80%,90800000,0.472,2014,Thriller,Antoine Fuqua,7.1,R,PT1H49M
929,Sheep Without a Shepherd,191602146,0,0,191602146,1,2019,No Data,Sam Quah,6.8,,PT1H52M
930,The Addams Family,191502426,113502426,59.30%,78000000,0.407,1991,Horror,,,,
931,The Longest Yard,191466556,158119460,82.60%,33347096,0.174,2005,Crime,Peter Segal,6.4,PG-13,PT1H53M
932,Sound of Freedom,190829464,183137093,96%,7692371,0.04,2023,No Data,Alejandro Monteverde,7.9,PG-13,PT2H11M
933,The Santa Clause,190539357,145539357,76.40%,45000000,0.236,1994,Fantasy,John Pasquin,6.5,PG,PT1H37M
934,Cheaper by the Dozen,190538630,138614544,72.80%,51924086,0.272,2003,Comedy,Shawn Levy,5.9,PG,PT1H38M
935,The Equalizer 2,190400157,102084362,53.60%,88315795,0.464,2018,No Data,Antoine Fuqua,6.7,R,PT2H1M
936,Abominable,190304772,61270390,32.20%,129034382,0.678,2019,Horror,Jill Culton,7.0,PG,PT1H37M
937,Hollow Man,190213455,73209340,38.50%,117004115,0.615,2000,Action,Paul Verhoeven,5.8,R,PT1H52M
938,Outbreak,189859560,67659560,35.60%,122200000,0.644,1995,Action,Wolfgang Petersen,6.6,R,PT2H7M
939,The White Storm 2: Drug Lords,189396380,609461,0.30%,188786919,0.997,2019,No Data,Herman Yau,6.0,,PT1H39M
940,The X Files,189176423,83898313,44.40%,105278110,0.556,1998,Mystery,Rob Bowman,7.0,PG-13,PT2H1M
941,Breakup Buddies,189017596,777896,0.40%,188239700,0.996,2014,No Data,Hao Ning,6.4,,PT1H56M
942,Rambo III,189015611,53715611,28.40%,135300000,0.716,1988,Action,Peter MacDonald,5.8,R,PT1H42M
943,Insidious: The Red Door,188378841,82152860,43.60%,106225981,0.564,2023,No Data,Patrick Wilson,5.5,PG-13,PT1H47M
944,The Secret Life of Walter Mitty,188133322,58236838,31%,129896484,0.69,2013,Comedy,Ben Stiller,7.3,PG,PT1H54M
945,Project Gutenberg,188116796,0,0,188116796,1,2018,No Data,Felix Chong,6.8,,PT2H10M
946,Jaws 2,187884007,81766007,43.50%,106118000,0.565,1978,Horror,Jeannot Szwarc,5.8,PG,PT1H56M
947,12 Years a Slave,187733202,56671993,30.20%,131061209,0.698,2013,Drama,Steve McQueen,8.1,R,PT2H14M
948,Heat,187436818,67436818,36%,120000000,0.64,1995,Action,Michael Mann,8.3,R,PT2H50M
949,Mr. Popper's Penguins,187361754,68224452,36.40%,119137302,0.636,2011,Comedy,Mark Waters,6.0,PG,PT1H34M
950,The Grudge,187281115,110359362,58.90%,76921753,0.411,2004,Horror,Takashi Shimizu,5.9,PG-13,PT1H31M
951,One Piece Film: Red,187170704,12775324,6.80%,174395380,0.932,2022,No Data,Gorô Taniguchi,6.7,PG-13,PT1H55M
952,I Now Pronounce You Chuck & Larry,187134117,120059556,64.20%,67074561,0.358,2007,Comedy,Dennis Dugan,5.9,PG-13,PT1H55M
953,The Horse Whisperer,186883563,75383563,40.30%,111500000,0.597,1998,Drama,Robert Redford,6.7,PG-13,PT2H49M
954,Walk the Line,186797986,119519402,64%,67278584,0.36,2005,Drama,James Mangold,7.8,PG-13,PT2H16M
955,Jian Bing Man,186699768,0,0,186699768,1,2015,No Data,Chengpeng Dong,5.6,,PT1H53M
956,The Jungle Book 2,186303759,47901582,25.70%,138402177,0.743,2003,Family,Steve Trenbirth,5.3,G,PT1H12M
957,The Final Destination,186167139,66477700,35.70%,119689439,0.643,2009,Horror,David R. Ellis,5.1,R,PT1H22M
958,Atlantis: The Lost Empire,186053725,84056472,45.20%,101997253,0.548,2001,Animation,Gary Trousdale,6.9,PG,PT1H35M
959,Inside Man,186003591,88513495,47.60%,97490096,0.524,2006,Crime,Danny A. Abeckaser,5.5,,PT1H31M
960,The Waterboy,185991646,161491646,86.80%,24500000,0.132,1998,Comedy,Frank Coraci,6.1,PG-13,PT1H30M
961,Hugo,185770310,73864507,39.80%,111905803,0.602,2011,Adventure,Martin Scorsese,7.5,PG,PT2H6M
962,Pitch Perfect 3,185400345,104897530,56.60%,80502815,0.434,2017,Comedy,Trish Sie,5.8,PG-13,PT1H33M
963,Watchmen,185382813,107509799,58%,77873014,0.42,2009,Action,,,,
964,The Birdcage,185260553,124060553,67%,61200000,0.33,1996,Comedy,,,,
965,Moulin Rouge!,184928542,57386607,31%,127541935,0.69,2001,Drama,Baz Luhrmann,7.6,PG-13,PT2H7M
966,Snow White and the Seven Dwarfs,184925486,184925486,100%,0,-,1937,Fantasy,William Cottrell,7.6,Approved,PT1H23M
967,Ode to My Father,184827559,2300121,1.20%,182527438,0.988,2014,Drama,JK Youn,7.8,Not Rated,PT2H6M
968,Hop,184367145,108498305,58.80%,75868840,0.412,2011,Animation,Tim Hill,5.4,PG,PT1H35M
969,Bad Moms,183936074,113257297,61.60%,70678777,0.384,2016,Comedy,Jon Lucas,6.2,R,PT1H40M
970,Jupiter Ascending,183887723,47387723,25.80%,136500000,0.742,2015,Science Fiction,Lana Wachowski,5.3,PG-13,PT2H7M
971,Knowing,183658498,79957634,43.50%,103700864,0.565,2007,Action,Alex Proyas,6.2,PG-13,PT2H1M
972,102 Dalmatians,183611771,66957026,36.50%,116654745,0.635,2000,Comedy,Kevin Lima,4.8,G,PT1H40M
973,Storks,183510278,72800603,39.70%,110709675,0.603,2016,Adventure,Nicholas Stoller,6.8,PG,PT1H27M
974,Stand by Me Doraemon,183442714,0,0,183442714,1,2014,Fantasy,Tony Oliver,7.3,TV-PG,PT1H35M
975,The Hitman's Bodyguard,183428689,75468583,41.10%,107960106,0.589,2017,No Data,Patrick Hughes,6.9,R,PT1H58M
976,Paul Blart: Mall Cop,183348429,146336178,79.80%,37012251,0.202,2009,Action,Steve Carr,5.3,PG,PT1H31M
977,Wayne's World,183097323,121697323,66.50%,61400000,0.335,1992,Music,Penelope Spheeris,7.0,PG-13,PT1H34M
978,Maverick,183031272,101631272,55.50%,81400000,0.445,1994,Action,Richard Donner,7.0,PG,PT2H7M
979,Mirror Mirror,183018522,64935167,35.50%,118083355,0.645,2012,Adventure,Tarsem Singh,5.6,PG,PT1H46M
980,The Man in the Iron Mask,182968902,56968902,31.10%,126000000,0.689,1998,Action,Randall Wallace,6.5,PG-13,PT2H12M
981,Cape Fear,182291969,79091969,43.40%,103200000,0.566,1991,Crime,,,,
982,The Haunted Mansion,182290266,75847266,41.60%,106443000,0.584,2003,Thriller,Rob Minkoff,5.1,PG,PT1H28M
983,The Monkey King: Havoc in Heaven's Palace,182206924,0,0,182206924,1,2014,No Data,Soi Cheang,4.9,Not Rated,PT1H30M
984,While You Were Sleeping,182057016,81057016,44.50%,101000000,0.555,1995,Comedy,Jon Turteltaub,6.8,PG,PT1H43M
985,The Bridges of Madison County,182016617,71516617,39.30%,110500000,0.607,1995,Drama,,,,
986,From Vegas to Macau III,181732879,0,0,181732879,1,2016,No Data,Andrew Lau,2.6,,PT1H53M
987,Poseidon,181674817,60674817,33.40%,121000000,0.666,2006,Adventure,Wolfgang Petersen,5.7,PG-13,PT1H38M
988,The First Wives Club,181489203,105489203,58.10%,76000000,0.419,1996,Comedy,Hugh Wilson,6.4,PG,PT1H43M
989,Cliff Walkers,181325565,152972,<0.1%,181172593,0.999,2021,No Data,Zhuang Jie Qiong,6.5,,PT2H
990,Scooby-Doo 2: Monsters Unleashed,181239132,84239132,46.50%,97000000,0.535,2004,Mystery,Raja Gosnell,5.2,PG,PT1H33M
991,Hot Shots!,181096164,69467617,38.40%,111628547,0.616,1991,Action,Jim Abrahams,6.7,PG-13,PT1H24M
992,Road to Perdition,181001478,104454762,57.70%,76546716,0.423,2002,Thriller,Sam Mendes,7.7,R,PT1H57M
993,Kill Bill: Vol. 1,180906076,70099045,38.80%,110807031,0.612,2003,Action,Quentin Tarantino,8.2,R,PT1H51M
994,The Scorpion King,180630907,91047077,50.40%,89583830,0.496,2002,Action,Chuck Russell,5.5,PG-13,PT1H32M
995,Sweet Home Alabama,180622424,127223418,70.40%,53399006,0.296,2002,Comedy,Andy Tennant,6.2,PG-13,PT1H48M
996,Daddy's Home 2,180613824,104029443,57.60%,76584381,0.424,2017,No Data,Sean Anders,6.0,PG-13,PT1H40M
997,Hacksaw Ridge,180563636,67209615,37.20%,113354021,0.628,2016,Drama,Mel Gibson,8.1,R,PT2H19M
998,Deja Vu,180557550,64038616,35.50%,116518934,0.645,2006,Drama,Tony Scott,7.1,PG-13,PT2H6M
999,M3GAN,179967733,95043350,52.80%,84924383,0.472,2022,No Data,Gerard Johnstone,6.4,PG-13,PT1H42M
1000,Dangerous Minds,179519401,84919401,47.30%,94600000,0.527,1995,Drama,John N. Smith,6.5,R,PT1H39M
